,character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,vowel_backedness,vowel_height,vowel_roundedness,masculine,feminine
2302,幼,you4,5,43052,190756,-0.632,91023,55655,45202,27348,11895,3163,283.561,271.488,216.278,132.116,70.804,35.144,168.232,3.772,129.652,3.884,2.875,2.8,2.6,jou,4,high,falling,0,0,1,back,high,rounded,0.18413399028262506,0.18413399028262506
2303,佑,you4,7,329502,121516,0.461,206864,83074,60836,37846,31777,30989,644.436,405.239,291.081,182.831,189.149,344.322,342.843,3.464,8.682,5.014,3.6875,3.5,3.4,jou,4,high,falling,0,0,1,back,high,rounded,0.7305739460509336,0.7305739460509336
2304,囿,you4,9,592,154,0.587,20,25,43,145,256,256,0.062,0.122,0.206,0.7,1.524,2.844,0.91,5.719,3.344,5.362,2.8125,3.0,2.9,jou,4,high,falling,0,0,1,back,high,rounded,0.7935656836461126,0.7935656836461126
2305,宥,you4,9,2087,749,0.472,163,97,155,443,823,1160,0.508,0.473,0.742,2.14,4.899,12.889,3.609,5.336,0.0,6.0,3.3125,3.5,3.3,jou,4,high,falling,0,0,1,back,high,rounded,0.7358956276445698,0.7358956276445698
2306,迂,yu1,6,214,106,0.338,72,22,24,76,112,14,0.224,0.107,0.115,0.367,0.667,0.156,0.273,5.895,6.495,5.125,2.3125,2.7,2.7,ju,1,high,level,1,0,0,back,high,rounded,0.66875,0.66875
2307,于,yu2,3,157593,81866,0.316,72486,44760,37171,31027,30390,23588,225.813,218.341,177.852,149.889,180.893,262.089,202.48,3.691,3433.402,2.464,2.9375,3.1,2.7,ju,2,mid,rising,0,1,0,back,high,rounded,0.6581210144534138,0.6581210144534138
2308,玙,yu2,7,1791,7349,-0.608,125,28,115,1003,2873,4987,0.389,0.137,0.55,4.845,17.101,55.411,13.072,4.852,0.322,5.879,3.125,3.2,2.9,ju,2,mid,rising,0,1,0,back,high,rounded,0.19595185995623632,0.19595185995623632
2309,余,yu2,7,647652,164557,0.595,340536,155969,118050,90452,69726,36912,1060.86,760.824,564.833,436.966,415.036,410.133,608.109,3.215,273.967,3.561,3.1875,3.4,3.1,ju,2,mid,rising,0,1,0,back,high,rounded,0.7973957441988454,0.7973957441988454
2310,妤,yu2,7,208,76959,-0.995,701,1084,3723,11093,21607,38957,2.184,5.288,17.813,53.589,128.613,432.856,106.724,3.968,0.0,6.0,3.5,3.7,3.0,ju,2,mid,rising,0,1,0,back,high,rounded,0.002695452719426698,0.002695452719426698
2311,鱼,yu2,8,25124,65225,-0.444,41133,19825,13234,7990,5214,3117,128.14,96.707,63.321,38.599,31.036,34.633,65.406,4.178,289.338,3.537,2.875,2.6,2.2,ju,2,mid,rising,0,1,0,back,high,rounded,0.2780772338376739,0.2780772338376739
2312,禺,yu2,9,1311,507,0.442,40,55,134,316,668,605,0.125,0.268,0.641,1.527,3.976,6.722,2.21,5.493,1.865,5.543,3.3125,3.3,3.0,ju,2,mid,rising,0,1,0,back,high,rounded,0.7211221122112211,0.7211221122112211
2313,俞,yu2,9,28143,30956,-0.048,2248,2465,4443,12846,18469,18561,7.003,12.024,21.258,62.058,109.935,206.233,69.752,4.15,10.869,4.926,3.3125,3.4,3.3,ju,2,mid,rising,0,1,0,back,high,rounded,0.47620095094671655,0.47620095094671655
2314,娱,yu2,10,1085,6774,-0.724,580,531,914,1888,2204,1730,1.807,2.59,4.373,9.121,13.119,19.222,8.372,5.028,21.287,4.652,2.6875,2.5,2.5,ju,2,mid,rising,0,1,0,back,high,rounded,0.13805827713449548,0.13805827713449548
2315,渔,yu2,11,3680,2028,0.289,926,400,617,922,1221,1627,2.885,1.951,2.952,4.454,7.268,18.078,6.265,5.139,54.601,4.255,2.625,2.6,2.3,ju,2,mid,rising,0,1,0,back,high,rounded,0.644709180098108,0.644709180098108
2316,隅,yu2,11,168,67,0.43,17,15,15,42,76,66,0.053,0.073,0.072,0.203,0.452,0.733,0.264,5.898,4.116,5.291,2.8125,2.9,3.1,ju,2,mid,rising,0,1,0,back,high,rounded,0.7148936170212766,0.7148936170212766
2317,逾,yu2,12,1248,792,0.224,29,88,200,419,626,680,0.09,0.429,0.957,2.024,3.726,7.556,2.464,5.46,8.296,5.032,2.875,2.9,3.1,ju,2,mid,rising,0,1,0,back,high,rounded,0.611764705882353,0.611764705882353
2318,渝,yu2,12,78451,68397,0.068,16818,12229,16737,21157,32271,47583,52.393,59.654,80.081,102.208,192.089,528.7,169.188,3.769,3.987,5.302,3.25,3.3,2.8,ju,2,mid,rising,0,1,0,back,high,rounded,0.5342326759642624,0.5342326759642624
2319,愉,yu2,12,19817,39792,-0.335,2670,2385,4332,12389,17536,20305,8.318,11.634,20.727,59.85,104.381,225.611,71.754,4.138,33.506,4.462,3.8125,3.5,2.9,ju,2,mid,rising,0,1,0,back,high,rounded,0.33244979784931805,0.33244979784931805
2320,瑜,yu2,13,260128,599936,-0.395,62761,51477,92075,217258,229694,206903,195.517,251.107,440.55,1049.556,1367.226,2298.922,933.813,3.029,3.151,5.382,4.25,4.0,3.8,ju,2,mid,rising,0,1,0,back,high,rounded,0.30245191055549353,0.30245191055549353
2321,榆,yu2,13,29183,29356,-0.003,3722,2430,3448,7649,17159,24190,11.595,11.854,16.498,36.952,102.137,268.778,74.636,4.121,10.933,4.923,3.5,3.4,3.3,ju,2,mid,rising,0,1,0,back,high,rounded,0.49852235261962113,0.49852235261962113
2322,虞,yu2,13,2595,1868,0.163,899,226,323,695,1076,1243,2.801,1.102,1.545,3.357,6.405,13.811,4.837,5.234,6.238,5.14,3.125,3.3,3.1,ju,2,mid,rising,0,1,0,back,high,rounded,0.5814474568675778,0.5814474568675778
2323,愚,yu2,13,13862,3161,0.629,2391,1219,1535,2835,5700,3329,7.449,5.946,7.344,13.696,33.929,36.989,17.559,4.731,24.76,4.589,1.8125,2.4,2.3,ju,2,mid,rising,0,1,0,back,high,rounded,0.8143100511073254,0.8143100511073254
2324,与,yu3,3,8835,4832,0.293,2974,1174,1133,1106,2303,4974,9.265,5.727,5.421,5.343,13.708,55.267,15.789,4.775,1626.697,2.788,2.8125,3.0,3.0,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.6464476476183507,0.6464476476183507
2325,予,yu3,4,38195,61782,-0.236,6866,6141,6730,11710,24564,43968,21.389,29.956,32.201,56.57,146.214,488.533,129.144,3.886,118.012,3.924,3.25,3.3,3.0,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.3820378687098033,0.3820378687098033
2326,屿,yu3,6,4310,3411,0.116,179,147,357,1021,2556,3460,0.558,0.717,1.708,4.932,15.214,38.444,10.262,4.948,10.033,4.957,3.1875,3.2,2.9,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.5582178474290895,0.5582178474290895
2327,宇,yu3,6,4981612,1649683,0.502,195778,214850,514970,972692,2127540,2605341,609.9,1048.049,2463.971,4698.995,12663.929,28948.233,8405.513,2.075,94.281,4.021,3.75,3.7,3.6,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.7512276259765249,0.7512276259765249
2328,羽,yu3,6,221616,347213,-0.221,24750,21513,37433,94704,157123,232644,77.103,104.941,179.105,457.507,935.256,2584.933,723.141,3.14,36.851,4.422,3.6875,3.8,3.0,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.3896003895722616,0.3896003895722616
2329,雨,yu3,8,1478440,2570260,-0.27,274499,178861,241076,428516,1181778,1743215,855.137,872.493,1153.474,2070.126,7034.393,19369.056,5225.78,2.282,230.428,3.636,3.375,3.7,2.7,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.3651641267567367,0.3651641267567367
2330,俣,yu3,9,5812,4161,0.166,16,25,108,968,3172,5689,0.05,0.122,0.517,4.676,18.881,63.211,14.576,4.808,0.0,6.0,2.875,2.9,2.6,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.5827734884187306,0.5827734884187306
2331,禹,yu3,9,319274,89222,0.563,53865,25068,32962,55701,112173,128708,167.804,122.283,157.713,269.087,667.696,1430.089,469.112,3.328,10.29,4.947,3.75,3.7,3.4,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.7815841525988014,0.7815841525988014
2332,语,yu3,9,51841,197847,-0.585,10202,7202,6790,12824,40856,171854,31.782,35.132,32.488,61.952,243.19,1909.489,385.672,3.413,762.542,3.117,3.4375,3.5,3.3,ju,3,low,falling-rising,0,1,1,back,high,rounded,0.20762311364583,0.20762311364583
2333,玉,yu4,5,9692197,24546985,-0.434,14771006,7306823,5336682,3390050,2401788,1016523,46015.595,35643.039,25534.364,16377.053,14296.357,11294.7,24860.185,1.604,173.062,3.759,4.375,4.2,3.4,ju,4,high,falling,0,0,1,back,high,rounded,0.28307326384140835,0.28307326384140835
2334,芋,yu4,6,2279,4515,-0.329,453,213,468,1133,2338,2194,1.411,1.039,2.239,5.473,13.917,24.378,8.076,5.042,4.952,5.225,2.8125,3.2,3.0,ju,4,high,falling,0,0,1,back,high,rounded,0.33544303797468356,0.33544303797468356
2335,聿,yu4,6,8288,2914,0.48,2800,1086,1001,1291,2225,2810,8.723,5.298,4.789,6.237,13.244,31.222,11.586,4.9,0.707,5.768,3.5625,3.5,3.7,ju,4,high,falling,0,0,1,back,high,rounded,0.739867880735583,0.739867880735583
2336,郁,yu4,8,45412,49399,-0.042,26889,12806,16531,14470,13626,10509,83.766,62.468,79.096,69.903,81.107,116.767,82.185,4.08,42.832,4.358,2.5625,2.9,3.1,ju,4,high,falling,0,0,1,back,high,rounded,0.4789739587178703,0.4789739587178703
2337,育,yu4,8,573570,302707,0.309,227031,155315,184812,141636,109784,57717,707.262,757.634,884.268,684.232,653.476,641.3,721.362,3.141,735.853,3.133,3.375,3.5,3.5,ju,4,high,falling,0,0,1,back,high,rounded,0.6545532976444663,0.6545532976444663
2338,昱,yu4,9,180376,116678,0.214,3965,7155,19449,38365,93022,135056,12.352,34.902,93.057,185.338,553.702,1500.622,396.662,3.4,0.0,6.0,3.75,3.8,3.9,ju,4,high,falling,0,0,1,back,high,rounded,0.6072161963818027,0.6072161963818027
2339,彧,yu4,10,16955,14523,0.077,707,1214,3478,6839,8100,11171,2.202,5.922,16.641,33.039,48.214,124.122,38.357,4.405,0.965,5.707,3.6875,3.2,3.3,ju,4,high,falling,0,0,1,back,high,rounded,0.5386301543935447,0.5386301543935447
2340,钰,yu4,10,313416,687426,-0.374,43111,25485,45450,118935,341908,425762,134.302,124.317,217.464,574.565,2035.167,4730.689,1302.751,2.885,1.029,5.693,3.8125,3.7,3.3,ju,4,high,falling,0,0,1,back,high,rounded,0.31315232574172547,0.31315232574172547
2341,浴,yu4,10,1437,890,0.235,247,149,297,469,604,565,0.769,0.727,1.421,2.266,3.595,6.278,2.509,5.455,20.194,4.674,2.4375,2.6,2.6,ju,4,high,falling,0,0,1,back,high,rounded,0.6175333046841427,0.6175333046841427
2342,预,yu4,10,675,425,0.227,102,77,102,193,315,311,0.318,0.376,0.488,0.932,1.875,3.456,1.241,5.65,221.103,3.653,2.75,3.2,2.9,ju,4,high,falling,0,0,1,back,high,rounded,0.6136363636363636,0.6136363636363636
2343,域,yu4,11,5596,1432,0.592,1005,415,592,880,1695,2448,3.131,2.024,2.833,4.251,10.089,27.2,8.255,5.034,187.404,3.725,3.0625,3.2,2.5,ju,4,high,falling,0,0,1,back,high,rounded,0.7962435970404098,0.7962435970404098
2344,欲,yu4,11,2856,1863,0.21,412,960,1452,782,644,465,1.283,4.683,6.947,3.778,3.833,5.167,4.282,5.277,106.886,3.967,2.5,2.8,2.6,ju,4,high,falling,0,0,1,back,high,rounded,0.6052129688493325,0.6052129688493325
2345,淯,yu4,11,553,463,0.089,18,14,59,179,276,470,0.056,0.068,0.282,0.865,1.643,5.222,1.356,5.628,0.0,6.0,3.0625,3.0,2.8,ju,4,high,falling,0,0,1,back,high,rounded,0.5442913385826772,0.5442913385826772
2346,谕,yu4,11,8112,8116,0.0,236,187,628,2041,5169,7970,0.735,0.912,3.005,9.86,30.768,88.556,22.306,4.633,6.624,5.118,3.0,3.1,3.1,ju,4,high,falling,0,0,1,back,high,rounded,0.49987675622381067,0.49987675622381067
2347,遇,yu4,12,4568,3027,0.203,1569,614,810,1385,2032,1267,4.888,2.995,3.876,6.691,12.095,14.078,7.437,5.074,155.12,3.807,3.125,3.0,2.8,ju,4,high,falling,0,0,1,back,high,rounded,0.6014483212639895,0.6014483212639895
2348,喻,yu4,12,12427,20145,-0.237,1308,1509,2715,8003,9922,9098,4.075,7.361,12.99,38.662,59.06,101.089,37.206,4.418,24.567,4.592,3.375,3.3,3.0,ju,4,high,falling,0,0,1,back,high,rounded,0.3815240083507307,0.3815240083507307
2349,御,yu4,12,4731,4862,-0.014,3232,865,585,841,1415,2576,10.069,4.22,2.799,4.063,8.423,28.622,9.699,4.971,33.828,4.458,3.625,3.7,3.2,ju,4,high,falling,0,0,1,back,high,rounded,0.49317210465964767,0.49317210465964767
2350,寓,yu4,12,1906,1229,0.216,67,76,167,464,992,1362,0.209,0.371,0.799,2.242,5.905,15.133,4.11,5.292,20.58,4.666,3.3125,3.4,3.4,ju,4,high,falling,0,0,1,back,high,rounded,0.6079744816586922,0.6079744816586922
2351,裕,yu4,12,627649,181393,0.552,261494,121990,105920,108862,128056,83074,814.623,595.073,506.794,525.903,762.238,923.044,687.946,3.162,33.635,4.46,4.0,3.8,3.4,ju,4,high,falling,0,0,1,back,high,rounded,0.7757928512982021,0.7757928512982021
2352,愈,yu4,13,5110,2256,0.387,1736,877,1054,1423,1376,904,5.408,4.278,5.043,6.874,8.19,10.044,6.64,5.117,83.541,4.073,3.0625,3.0,2.9,ju,4,high,falling,0,0,1,back,high,rounded,0.6937279391800163,0.6937279391800163
2353,煜,yu4,13,363160,133127,0.464,37462,21490,38784,61816,151057,185583,116.704,104.829,185.569,298.628,899.149,2062.033,611.152,3.213,1.286,5.641,4.0,3.5,3.6,ju,4,high,falling,0,0,1,back,high,rounded,0.731754005242934,0.731754005242934
2354,誉,yu4,13,55257,28346,0.322,5134,3933,5260,12124,21944,35238,15.994,19.185,25.167,58.57,130.619,391.533,106.845,3.967,47.976,4.31,3.9375,3.7,3.6,ju,4,high,falling,0,0,1,back,high,rounded,0.6609451813930122,0.6609451813930122
2355,毓,yu4,14,129501,127283,0.009,76180,27572,29494,30198,46334,47079,237.321,134.498,141.12,145.884,275.798,523.1,242.954,3.613,2.508,5.455,3.5625,3.8,3.6,ju,4,high,falling,0,0,1,back,high,rounded,0.5043188049099633,0.5043188049099633
2356,豫,yu4,15,38642,28227,0.156,4221,5013,6763,9567,18195,23081,13.15,24.454,32.359,46.217,108.304,256.456,80.157,4.091,31.32,4.491,2.8125,3.1,2.8,ju,4,high,falling,0,0,1,back,high,rounded,0.577876145897202,0.577876145897202
2380,约,yue1,6,8139,4939,0.245,3879,1512,1621,2248,2272,1543,12.084,7.376,7.756,10.86,13.524,17.144,11.457,4.905,430.566,3.365,2.875,2.6,2.7,jue,1,high,level,1,0,0,front,high,rounded,0.6223428658816332,0.6223428658816332
2381,月,yue4,4,1014146,5762995,-0.701,2419754,1305542,956170,818142,877146,400667,7538.174,6368.498,4574.976,3952.377,5221.107,4451.856,5351.165,2.271,856.759,3.067,3.9375,3.5,2.9,jue,4,high,falling,0,0,1,front,high,rounded,0.14964215736399758,0.14964215736399758
2382,玥,yue4,8,20257,275690,-0.863,1705,2130,10809,46302,103187,131570,5.312,10.39,51.718,223.681,614.208,1461.889,394.533,3.403,0.0,6.0,4.0625,3.5,3.1,jue,4,high,falling,0,0,1,front,high,rounded,0.06844806671464823,0.06844806671464823
2383,岳,yue4,8,429515,92244,0.646,164998,88979,72102,81554,72771,41293,514.012,434.044,344.986,393.981,433.161,458.811,429.833,3.366,26.303,4.564,4.0625,3.6,3.3,jue,4,high,falling,0,0,1,front,high,rounded,0.8232057329150049,0.8232057329150049
2384,钺,yue4,10,4375,1023,0.621,911,347,678,925,1362,1176,2.838,1.693,3.244,4.469,8.107,13.067,5.57,5.182,0.772,5.752,2.875,2.4,3.1,jue,4,high,falling,0,0,1,front,high,rounded,0.8104853649499815,0.8104853649499815
2385,阅,yue4,10,5889,7070,-0.091,393,509,1144,2660,4295,3955,1.224,2.483,5.474,12.85,25.565,43.944,15.257,4.789,51.063,4.283,3.0,3.0,3.2,jue,4,high,falling,0,0,1,front,high,rounded,0.4544332124392314,0.4544332124392314
2386,悦,yue4,10,256868,957818,-0.577,93382,49760,62149,125258,386661,494034,290.91,242.732,297.364,605.111,2301.554,5489.267,1537.823,2.813,37.944,4.41,4.125,4.0,3.4,jue,4,high,falling,0,0,1,front,high,rounded,0.21146864292500284,0.21146864292500284
2387,跃,yue4,11,1412374,370405,0.584,504727,393434,351296,272853,186838,72836,1572.358,1919.19,1680.842,1318.13,1112.131,809.289,1401.99,2.853,107.658,3.964,3.75,3.7,3.4,jue,4,high,falling,0,0,1,front,high,rounded,0.7922316787442526,0.7922316787442526
2388,越,yue4,12,305994,239711,0.121,23494,32842,42867,89114,195357,161985,73.19,160.205,205.105,430.502,1162.839,1799.833,638.612,3.194,385.548,3.413,3.75,3.2,3.4,jue,4,high,falling,0,0,1,front,high,rounded,0.5607315307721205,0.5607315307721205
2389,粤,yue4,12,24343,16336,0.197,1921,2455,3782,4244,13797,14469,5.984,11.976,18.096,20.502,82.125,160.767,49.908,4.293,12.219,4.879,3.125,3.1,2.8,jue,4,high,falling,0,0,1,front,high,rounded,0.59841687357113,0.59841687357113
2390,樾,yue4,16,2467,2793,-0.062,258,98,204,584,1615,2501,0.804,0.478,0.976,2.821,9.613,27.789,7.08,5.093,0.0,6.0,3.1875,3.2,3.1,jue,4,high,falling,0,0,1,front,high,rounded,0.46901140684410647,0.46901140684410647
2391,晕,yun1,10,199,165,0.093,32,20,61,93,140,18,0.1,0.098,0.292,0.449,0.833,0.2,0.329,5.876,24.245,4.598,1.9375,2.3,2.0,jun,1,high,level,1,0,0,back,high,rounded,0.5467032967032966,0.5467032967032966
2392,云,yun2,4,7039237,12796808,-0.29,7129147,4209718,3586357,2584192,1709320,602593,22209.181,20535.21,17159.603,12484.019,10174.524,6695.478,14876.336,1.827,277.504,3.555,3.5625,3.7,3.2,jun,2,mid,rising,0,1,0,back,high,rounded,0.35487099368851,0.35487099368851
2393,匀,yun2,4,4268,12386,-0.487,1326,1098,1442,2306,3664,6812,4.131,5.356,6.9,11.14,21.81,75.689,20.838,4.661,50.87,4.285,3.1875,3.4,3.1,jun,2,mid,rising,0,1,0,back,high,rounded,0.2562747688243065,0.2562747688243065
2394,芸,yun2,7,24765,585173,-0.919,85747,64677,89455,126179,141818,101879,267.125,315.498,428.014,609.56,844.155,1131.989,599.39,3.222,8.553,5.02,3.5625,3.7,3.0,jun,2,mid,rising,0,1,0,back,high,rounded,0.04060248746593916,0.04060248746593916
2395,沄,yun2,7,1128,1648,-0.187,311,145,146,401,495,1279,0.969,0.707,0.699,1.937,2.946,14.211,3.578,5.339,0.0,6.0,3.125,3.2,2.8,jun,2,mid,rising,0,1,0,back,high,rounded,0.40634005763688763,0.40634005763688763
2396,昀,yun2,8,39093,39216,-0.002,881,2330,7159,13152,22469,32343,2.745,11.366,34.254,63.536,133.744,359.367,100.835,3.992,0.0,6.0,4.0625,3.5,3.5,jun,2,mid,rising,0,1,0,back,high,rounded,0.49921464965712753,0.49921464965712753
2397,耘,yun2,10,13142,12192,0.037,3470,4122,3686,3661,4620,5717,10.81,20.107,17.636,17.686,27.5,63.522,26.21,4.565,3.473,5.349,3.8125,3.3,3.0,jun,2,mid,rising,0,1,0,back,high,rounded,0.5187495065919318,0.5187495065919318
2398,鋆,yun2,15,11056,6130,0.287,530,314,1034,4030,5167,6105,1.651,1.532,4.947,19.469,30.756,67.833,21.031,4.657,0.0,6.0,3.5,3.1,3.4,jun,2,mid,rising,0,1,0,back,high,rounded,0.6433143256138718,0.6433143256138718
2399,允,yun3,4,232411,126041,0.297,148758,65466,51365,42679,29600,20595,463.421,319.346,245.766,206.179,176.19,228.833,273.289,3.562,54.793,4.253,3.5625,3.5,3.2,jun,3,low,falling-rising,0,1,1,back,high,rounded,0.6483741198263645,0.6483741198263645
2400,运,yun4,7,1927058,1034629,0.301,1171129,663377,499122,307826,226784,95153,3648.377,3235.985,2388.144,1487.082,1349.905,1057.256,2194.458,2.658,842.096,3.074,3.875,3.7,3.3,jun,4,high,falling,0,0,1,back,high,rounded,0.6506622745752674,0.6506622745752674
2401,韫,yun4,13,3622,8564,-0.406,903,354,1746,1964,3718,3493,2.813,1.727,8.354,9.488,22.131,38.811,13.887,4.827,4.309,5.275,3.875,3.9,3.7,jun,4,high,falling,0,0,1,back,high,rounded,0.2972263252913179,0.2972263252913179
2402,韵,yun4,13,25120,193156,-0.77,15190,5995,8961,36233,74500,77394,47.321,29.244,42.876,175.039,443.452,859.933,266.311,3.573,28.297,4.533,4.25,3.7,3.6,jun,4,high,falling,0,0,1,back,high,rounded,0.11508365555535194,0.11508365555535194
2403,蕴,yun4,15,20556,65550,-0.523,22306,8188,8875,10439,18073,18223,69.489,39.941,42.464,50.43,107.577,202.478,85.397,4.064,22.187,4.635,4.0,3.8,3.5,jun,4,high,falling,0,0,1,back,high,rounded,0.2387290084314682,0.2387290084314682
2409,昝,zan3,9,58,42,0.16,12,9,10,34,21,14,0.037,0.044,0.048,0.164,0.125,0.156,0.096,5.96,0.0,6.0,2.5,2.6,2.9,t͡san,3,low,falling-rising,0,1,1,center,low,unround,0.58,0.58
2410,赞,zan4,16,115573,32254,0.564,28491,18905,28544,34148,25681,11927,88.757,92.22,136.574,164.966,152.863,132.522,127.984,3.889,106.436,3.969,3.6875,3.3,3.2,t͡san,4,high,falling,0,0,1,center,low,unround,0.7818125240991158,0.7818125240991158
2411,臧,zang1,14,45,63,-0.167,22,3,16,24,36,7,0.069,0.015,0.077,0.116,0.214,0.078,0.095,5.961,3.794,5.319,3.25,3.0,3.0,t͡saŋ,1,high,level,1,0,0,center,low,unround,0.4166666666666667,0.4166666666666667
2416,则,ze2,6,103769,29302,0.56,55134,25785,18752,13243,11966,8231,171.757,125.78,89.722,63.976,71.226,91.456,102.32,3.986,852.579,3.069,3.0,3.0,2.9,t͡se,2,mid,rising,0,1,0,front,middle,unround,0.7798017599627267,0.7798017599627267
2417,择,ze2,8,6504,950,0.745,1013,540,570,841,1945,2547,3.156,2.634,2.727,4.063,11.577,28.3,8.743,5.011,143.608,3.84,3.125,3.2,3.3,t͡se,2,mid,rising,0,1,0,front,middle,unround,0.8725516501207405,0.8725516501207405
2418,泽,ze2,8,3707481,965341,0.587,1091091,633352,581218,546200,970866,845518,3399.037,3089.522,2780.947,2638.647,5778.964,9394.644,4513.627,2.345,136.984,3.86,3.9375,3.8,3.9,t͡se,2,mid,rising,0,1,0,front,middle,unround,0.7934137016132864,0.7934137016132864
2419,赜,ze2,15,792,205,0.589,9,44,108,272,228,336,0.028,0.215,0.517,1.314,1.357,3.733,1.194,5.659,0.322,5.879,2.8125,2.7,3.2,t͡se,2,mid,rising,0,1,0,front,middle,unround,0.794383149448345,0.794383149448345
2420,增,zeng1,15,1592578,315136,0.67,761080,391983,296938,237845,149559,66268,2370.966,1912.112,1420.756,1149.01,890.232,736.311,1413.231,2.849,615.526,3.21,3.1875,3.4,3.4,t͡seŋ,1,high,level,1,0,0,front,middle,unround,0.8348096203099626,0.8348096203099626
2421,赠,zeng4,16,1721,617,0.472,520,214,293,509,525,277,1.62,1.044,1.402,2.459,3.125,3.078,2.121,5.506,15.949,4.771,2.6875,3.3,2.7,t͡seŋ,4,high,falling,0,0,1,front,middle,unround,0.7360992301112061,0.7360992301112061
2422,栅,zha4,9,431,1951,-0.638,69,27,63,457,1019,748,0.215,0.132,0.301,2.208,6.065,8.311,2.872,5.412,7.074,5.093,2.4375,3.2,2.5,ʈ͡ʂa,4,high,falling,0,0,1,center,low,unround,0.1809403862300588,0.1809403862300588
2427,旃,zhan1,10,74,102,-0.159,16,9,21,53,43,34,0.05,0.044,0.1,0.256,0.256,0.378,0.181,5.928,0.965,5.707,3.25,3.3,3.2,ʈ͡ʂan,1,high,level,1,0,0,center,low,unround,0.42045454545454547,0.42045454545454547
2428,詹,zhan1,13,714,665,0.036,69,48,70,378,508,306,0.215,0.234,0.335,1.826,3.024,3.4,1.506,5.601,5.081,5.216,3.4375,3.0,3.1,ʈ͡ʂan,1,high,level,1,0,0,center,low,unround,0.5177664974619289,0.5177664974619289
2429,瞻,zhan1,18,5785,1907,0.504,291,389,939,2086,2150,1836,0.907,1.898,4.493,10.077,12.798,20.4,8.429,5.026,6.753,5.111,3.3125,3.3,3.4,ʈ͡ʂan,1,high,level,1,0,0,center,low,unround,0.7520800832033281,0.7520800832033281
2430,展,zhan3,10,351808,58358,0.715,56047,41181,55656,71689,94775,90894,174.601,200.883,266.297,346.324,564.137,1009.933,427.029,3.369,1430.289,2.844,3.4375,3.4,3.2,ʈ͡ʂan,3,low,falling-rising,0,1,1,center,low,unround,0.857721020269842,0.857721020269842
2431,崭,zhan3,11,686,288,0.409,47,41,124,322,280,160,0.146,0.2,0.593,1.556,1.667,1.778,0.99,5.701,15.178,4.791,3.3125,3.4,2.9,ʈ͡ʂan,3,low,falling-rising,0,1,1,center,low,unround,0.704312114989733,0.704312114989733
2432,占,zhan4,5,1671229,368604,0.639,761284,495872,428501,245878,85625,23412,2371.601,2418.888,2050.244,1187.816,509.673,260.133,1466.393,2.833,337.25,3.471,2.5625,3.0,3.2,ʈ͡ʂan,4,high,falling,0,0,1,center,low,unround,0.8192969718599513,0.8192969718599513
2433,战,zhan4,9,306426,19956,0.878,40202,72240,116555,65976,23541,7754,125.24,352.39,557.679,318.725,140.125,86.156,263.386,3.578,919.012,3.036,2.9375,3.0,3.4,ʈ͡ʂan,4,high,falling,0,0,1,center,low,unround,0.9388569222567421,0.9388569222567421
2434,湛,zhan4,12,34043,5761,0.711,6754,4310,6058,7800,7760,7094,21.04,21.024,28.986,37.681,46.19,78.822,38.957,4.398,9.068,4.997,3.375,3.8,3.6,ʈ͡ʂan,4,high,falling,0,0,1,center,low,unround,0.8552658024319164,0.8552658024319164
2435,张,zhang1,7,142869,216136,-0.204,187995,26470,27076,45142,43782,28796,585.654,129.122,129.55,218.077,260.607,319.956,273.828,3.561,708.199,3.149,3.0625,2.9,2.7,ʈ͡ʂaŋ,1,high,level,1,0,0,center,low,unround,0.3979582457068843,0.3979582457068843
2436,章,zhang1,11,1858892,314191,0.711,1086687,397000,297418,203233,133765,54917,3385.318,1936.585,1423.053,981.802,796.22,610.189,1522.195,2.817,224.254,3.647,3.4375,3.4,3.4,ʈ͡ʂaŋ,1,high,level,1,0,0,center,low,unround,0.855416935294234,0.855416935294234
2437,彰,zhang1,14,21166,1320,0.883,6263,2213,2255,3075,4207,4488,19.511,10.795,10.789,14.855,25.042,49.867,21.81,4.642,11.19,4.914,3.6875,3.5,3.5,ʈ͡ʂaŋ,1,high,level,1,0,0,center,low,unround,0.9412968069020724,0.9412968069020724
2438,漳,zhang1,14,2556,120,0.91,453,300,317,581,627,392,1.411,1.463,1.517,2.807,3.732,4.356,2.548,5.45,2.444,5.463,3.25,3.0,3.2,ʈ͡ʂaŋ,1,high,level,1,0,0,center,low,unround,0.9551569506726457,0.9551569506726457
